"Norvège","1","7.537000179"
"Danemark","2","7.521999836"
"Islande","3","7.504000187"
"Suisse","4","7.493999958"
"Finlande","5","7.468999863"
"Pays-Bas","6","7.376999855"
"Canada","7","7.315999985"
"Nouvelle-Zélande","8","7.31400013"
"Suède","9","7.28399992"
"Australie","10","7.28399992"
"Israël","11","7.212999821"
"Costa Rica","12","7.078999996"
"Autriche","13","7.006000042"
"États-Unis","14","6.993000031"
"Irlande","15","6.977000237"
"Allemagne","16","6.951000214"
"Belgique","17","6.890999794"
"Luxembourg","18","6.862999916"
"Royaume-Uni","19","6.714000225"
"Chili","20","6.65199995"
"Émirats Arabes Unis","21","6.647999763"
"Brésil","22","6.635000229"
"République Tchèque","23","6.609000206"
"Argentine","24","6.598999977"
"Mexique","25","6.578000069"
"Singapour","26","6.572000027"
"Malte","27","6.52699995"
"Uruguay","28","6.453999996"
"Guatemala","29","6.453999996"
"Panama","30","6.452000141"
"France","31","6.441999912"
"Thaïlande","32","6.423999786"
"Taïwan","33","6.421999931"
"Espagne","34","6.402999878"
"Qatar","35","6.375"
"Colombie","36","6.356999874"
"Arabie Saoudite","37","6.343999863"
"Trinité-et-Tobago","38","6.168000221"
"Koweit","39","6.105000019"
"Slovaquie","40","6.09800005"
"Bahrein","41","6.086999893"
"Malaisie","42","6.084000111"
"Nicaragua","43","6.071000099"
"Équateur","44","6.007999897"
"Le Salvador","45","6.002999783"
"Pologne","46","5.97300005"
"Ouzbekistan","47","5.971000195"
"Italie","48","5.964000225"
"Russie","49","5.962999821"
"Belize","50","5.955999851"
"Japon","51","5.920000076"
"Lituanie","52","5.90199995"
"Algérie","53","5.872000217"
"Lettonie","54","5.849999905"
"Corée du Sud","55","5.837999821"
"Moldavie","56","5.837999821"
"Roumanie","57","5.824999809"
"Bolivie","58","5.822999954"
"Turkménistan","59","5.822000027"
"Kazakhstan","60","5.818999767"
"Chypre du Nord","61","5.809999943"
"Slovénie","62","5.757999897"
"Pérou","63","5.715000153"
"Île Maurice","64","5.629000187"
"Chypre","65","5.620999813"
"Estonie","66","5.611000061"
"Biélorussie","67","5.568999767"
"Libye","68","5.525000095"
"Turquie","69","5.5"
"Paraguay","70","5.493000031"
"Hong Kong","71","5.472000122"
"Philippines","72","5.429999828"
"Serbie","73","5.394999981"
"Jordanie","74","5.335999966"
"Hongrie","75","5.323999882"
"Jamaïque","76","5.31099987"
"Croatie","77","5.293000221"
"Kosovo","78","5.278999805"
"Chine","79","5.272999763"
"Pakistan","80","5.269000053"
"Indonésie","81","5.262000084"
"Venezuela","82","5.25"
"Monténégro","83","5.236999989"
"Maroc","84","5.235000134"
"Azerbaïdjan","85","5.234000206"
"République Dominicaine","86","5.230000019"
"Grèce","87","5.227000237"
"Liban","88","5.224999905"
"Portugal","89","5.195000172"
"Bosnie-Herzégovine","90","5.18200016"
"Honduras","91","5.181000233"
"Macédoine","92","5.175000191"
"Somalie","93","5.151000023"
"Viêt Nam","94","5.073999882"
"Nigeria","95","5.073999882"
"Tadjikistan","96","5.040999889"
"Bhoutan","97","5.011000156"
"Kirghizistan","98","5.004000187"
"Népal","99","4.961999893"
"Mongolie","100","4.954999924"
"Afrique du Sud","101","4.828999996"
"Tunisie","102","4.804999828"
"Palestine","103","4.775000095"
"Égypte","104","4.735000134"
"Bulgarie","105","4.714000225"
"Sierra Leone","106","4.709000111"
"Cameroun","107","4.695000172"
"Iran","108","4.691999912"
"Albanie","109","4.644000053"
"Bangladesh","110","4.607999802"
"Namibie","111","4.573999882"
"Kenya","112","4.552999973"
"Mozambique","113","4.550000191"
"Myanmar","114","4.545000076"
"Sénégal","115","4.534999847"
"Zambie","116","4.513999939"
"Irak","117","4.497000217"
"Gabon","118","4.465000153"
"Éthiopie","119","4.460000038"
"Sri Lanka","120","4.440000057"
"Arménie","121","4.375999928"
"Inde","122","4.315000057"
"Mauritanie","123","4.291999817"
"République du Congo","124","4.290999889"
"Géorgie","125","4.285999775"
"Congo (RDC)","126","4.28000021"
"Mali","127","4.190000057"
"Côte d'Ivoire","128","4.179999828"
"Cambodge","129","4.168000221"
"Soudan","130","4.138999939"
"Ghana","131","4.119999886"
"Ukraine","132","4.096000195"
"Ouganda","133","4.080999851"
"Burkina Faso","134","4.032000065"
"Niger","135","4.027999878"
"Malawi","136","3.970000029"
"Tchad","137","3.936000109"
"Zimbabwe","138","3.875"
"Lesotho","139","3.808000088"
"Angola","140","3.795000076"
"Afghanistan","141","3.79399991"
"Botswana","142","3.766000032"
"Bénin","143","3.657000065"
"Madagascar","144","3.644000053"
"Haïti","145","3.602999926"
"Yémen","146","3.592999935"
"Soudan du Sud","147","3.59100008"
"Liberia","148","3.532999992"
"Guinée","149","3.506999969"
"Togo","150","3.494999886"
"Rwanda","151","3.470999956"
"Syrie","152","3.461999893"
"Tanzanie","153","3.348999977"
"Burundi","154","2.904999971"
"République centrafricaine","155","2.693000078"
